State,Message
spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
mail,Can you say what happen
mail,You could have seen me..i did't recognise you Face.:)
mail,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
mail,Keep my payasam there if rinu brings
mail,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
mail,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
mail,"Yeah sure, give me a couple minutes to track down my wallet"
mail,Hey leave it. not a big deal:-) take care.
mail,Hey i will be late ah... Meet you at 945+
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
mail,It took Mr owl 3 licks
mail,Customer place i will call you.
mail,Mm that time you dont like fun
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
mail,Yup having my lunch buffet now.. U eat already?
mail,Huh so late... Fr dinner?
mail,Hey so this sat are we going for the intro pilates only? Or the kickboxing too?
mail,Morning only i can ok.
mail,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down
mail,Pick you up bout 7.30ish? What time are  and that going?
mail,From here after The performance award is calculated every two month.not for current one month period..
mail,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
mail,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
mail,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
mail,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x�150pw to e�nd txt stop"
mail,Dear how is chechi. Did you talk to her
mail,The hair cream has not been shipped.
mail,None of that's happening til you get here though
mail,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
mail,"Haha get used to driving to usf man, I know a lot of stoners"
mail,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
mail,Hello! Good week? Fancy a drink or something later?
mail,Headin towards busetop
mail,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
mail,Come by our room at some point so we can iron out the plan for this weekend
mail,Cos i want it to be your thing
mail,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... "
mail,Bring home some Wendy =D
spam,100 dating service cal;l 09064012103 box334sk38ch
mail,Whatsup there. Dont u want to sleep
mail,Alright i have a new goal now
spam,FREE entry into our �250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
mail,"Alright, I'll head out in a few minutes, text me where to meet you"
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
mail,Yes:)from last week itself i'm taking live call.
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
mail,Siva is in hostel aha:-.
spam,URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
mail,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
mail,Ok. She'll be ok. I guess
mail,aathi..where are you dear..
mail,Any pain on urination any thing else?
mail,7 at esplanade.. Do �_ mind giving me a lift cos i got no car today..
mail,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
mail,At home watching tv lor.
mail,Does she usually take fifteen fucking minutes to respond to a yes or no question
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
mail,Booked ticket for pongal?
mail,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
mail,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
mail,"Ask g or iouri, I've told the story like ten times already"
mail,How long does applebees fucking take
mail,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
mail,But i have to. I like to have love and arrange.
mail,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
mail,You were supposed to wake ME up &gt;:(
mail,Oic... I saw him too but i tot he din c me... I found a group liao...
mail,"Sorry, I'll call later"
mail,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS
mail,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
mail,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. "
mail,I wont get concentration dear you know you are my mind and everything :-)
mail,LOL ... Have you made plans for new years?
mail,10 min later k...
mail,hanks lotsly!
mail,Thanks for this hope you had a good day today
mail,K:)k:)what are detail you want to transfer?acc no enough?
mail,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
spam,"Loan for any purpose �500 - �75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
mail,Si si. I think ill go make those oreo truffles.
mail,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DON��T LIKE ME LIKE THAT SO DON��T WORRY."
mail,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
mail,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
mail,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
mail,Where did u go? My phone is gonna die you have to stay in here
mail,Great. Never been better. Each day gives even more reasons to thank God
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
mail,"Sorry, I'll call later ok bye"
mail,Ok i am on the way to railway
mail,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
mail,They don't put that stuff on the roads to keep it from getting slippery over there?
mail,When are you going to ride your bike?
mail,"Yup, no need. I'll jus wait 4 e rain 2 stop."
mail,There are many company. Tell me the language.
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
mail,"How long has it been since you screamed, princess?"
mail,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
mail,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)
mail,Ok I'm gonna head up to usf in like fifteen minutes
mail,Love you aathi..love u lot..
mail,Tension ah?what machi?any problem?
mail,"K, can I pick up another 8th when you're done?"
mail,When're you guys getting back? G said you were thinking about not staying for mcr
mail,"Almost there, see u in a sec"
mail,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
mail,Watching tv lor...
mail,Thank you baby! I cant wait to taste the real thing...
mail,You should change your fb to jaykwon thuglyfe falconerf
mail,If we win its really no 1 side for long time.
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
mail,Dear reached railway. What happen to you
mail,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
mail,I think i've fixed it can you send a test message?
mail,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
mail,"Sorry,in meeting I'll call later"
mail,What class of  &lt;#&gt;  reunion?
mail,Are you free now?can i call now?
mail,Got meh... When?
mail,Nope... Think i will go for it on monday... Sorry i replied so late
mail,Some of them told accenture is not confirm. Is it true.
mail,"Kate jackson rec center before 7ish, right?"
mail,Dear i have reache room
mail,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
